,absences,failures,grade1,traveltime,studytime,famrel,freetime,goout,Dalc,Walc,health,activities,nursery,internet,romantic,school_gp,address_urban,famsize_gt3,Pstatus_togethor,sex_female,health_mjob,other_mjob,services_mjob,teacher_mjob,health_fjob,other_fjob,services_fjob,teacher_fjob,home_reason,other_reason,reputation_reason,mother_guardian,other_guardian
1012,2,0,9,1,4,4,5,5,2,4,5,1,1,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
1013,2,0,10,2,2,5,4,4,2,4,5,1,1,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0
1014,21,0,13,1,1,5,3,2,1,2,3,0,1,1,0,1,0,1,1,1,0,1,0,0,0,1,0,0,0,0,1,1,0
1015,9,1,7,1,2,4,3,2,1,1,5,0,1,1,1,0,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0
1016,0,0,11,2,2,4,3,2,1,3,3,0,1,1,1,0,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0
1017,6,0,10,2,4,5,3,5,1,1,5,1,0,1,0,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0
1018,2,0,11,1,1,4,2,5,2,5,5,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0
1019,0,0,8,1,2,4,3,3,1,1,2,1,0,1,1,1,1,0,1,1,0,1,0,0,0,1,0,0,1,0,0,0,1
1020,2,0,12,1,2,4,3,4,1,3,5,0,0,1,1,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0
1021,8,0,9,3,1,3,3,4,3,5,3,1,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0
1022,0,1,7,3,1,5,2,1,1,2,1,0,1,1,1,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,1,1,0
1023,18,0,9,2,2,3,4,2,1,1,5,0,1,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
1024,0,0,14,1,2,4,4,2,1,1,3,0,1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0
1025,1,0,14,3,2,5,3,4,1,1,2,1,1,1,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0
1026,0,1,5,2,1,5,5,5,2,3,2,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
1027,0,2,11,1,1,2,3,5,2,5,4,0,1,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
1028,0,0,17,1,4,5,2,2,1,2,5,1,0,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0
1029,0,0,8,4,2,5,3,5,1,5,5,1,1,0,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0
1030,0,0,12,1,2,4,4,4,1,1,3,0,1,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
1031,2,0,12,1,2,4,2,3,1,2,3,1,1,1,1,1,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0
1032,14,1,10,2,2,4,3,3,2,2,5,1,1,1,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
1033,5,0,12,3,1,2,5,5,1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0
1034,6,1,12,1,1,4,4,4,3,5,5,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1035,2,0,16,3,2,5,4,3,1,2,1,1,1,1,0,1,1,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,0
1036,2,0,11,1,2,2,3,3,2,2,4,0,1,1,0,1,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0
1037,4,0,13,1,2,4,5,4,1,1,1,0,1,1,1,0,0,1,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0
1038,0,0,13,1,2,4,4,4,1,1,3,0,1,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
1039,8,2,10,2,3,4,2,1,2,3,3,1,1,1,1,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1
1040,4,0,10,1,2,5,4,2,1,1,5,1,1,1,1,1,0,1,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0
1041,0,0,16,3,2,5,3,2,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0
1042,4,0,9,4,1,3,2,1,1,1,2,0,1,0,0,1,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
1043,14,1,12,3,2,5,2,4,1,4,5,1,1,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
